Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,9/15/2022,dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CountryName,CountryCode,IndicatorName,IndicatorCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Nepal,NPL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,35.552,35.907,36.318,36.78,37.288,37.832,38.402,38.987,39.577,40.162,40.738,41.3,41.853,42.403,42.951,43.502,44.058,44.625,45.207,45.807,46.428,47.069,47.729,48.408,49.104,49.821,50.563,51.327,52.112,52.913,53.723,54.536,55.346,56.145,56.927,57.688,58.427,59.145,59.842,60.517,61.166,61.787,62.38,62.944,63.482,63.996,64.488,64.962,65.42,65.863,66.29,66.698,67.085,67.449,67.792,68.114,68.419,68.71,68.989,69.259,69.521,
Nepal,NPL,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,31.2,31.6,33.8,36.4,,
Nepal,NPL,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.12999916,,,,,,,,,34.75999832,,,,
Nepal,NPL,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.586999893,2.490999937,2.424999952,2.421000004,2.296000004,2.263999939,2.20600009,2.128999949,2.092000008,2.053999901,1.978999972,1.871000051,1.850999951,1.797999978,1.723999977,1.659999967,1.597000003,1.562999964,1.967000008,2.410000086,2.838999987,3.328999996,3.788000107,4.357999802,4.808000088,4.748000145,5.109000206,5.135000229,5.184000015,7.113999844,8.550000191
Nepal,NPL,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.25800323,81.31700134,81.40399933,81.51200104,81.63700104,81.77100372,81.74500275,81.73699951,81.75,81.79399872,81.55400085,81.29499817,81.03199768,80.76499939,80.49500275,80.22399902,79.94499969,79.66300201,79.38400269,79.49700165,79.66400146,79.91500092,80.29299927,80.7460022,81.19000244,81.57299805,81.96499634,82.24299622,82.41500092,82.49299622,75.69799805,78.69100189
Nepal,NPL,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,,73.29000092,,,,,,,,,,42.68000031,,,,,,,,,,49.34999847,,,,,,,,,,51.43000031,,,,,,,,80.13999939,,,,94.19999695,,,,,75,,,,,,,,,21.37000084,,,,
Nepal,NPL,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.90999985,14.68999958,14.51000023,14.39999962,14.28999996,14.21000004,14.14000034,14.10000038,14.05000019,14.22999954,14.43000031,14.60000038,14.85000038,15.11999989,15.39000034,15.67000008,15.97000027,16.30999947,16.64999962,16.96999931,17.30999947,17.72999954,18.12000084,18.54999924,18.94000053,19.29000092,19.70999908,20.11000061,20.52000046,,
Nepal,NPL,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.72999954,52.59999847,52.40999985,52.13999939,51.91999817,51.61999893,51.27999878,50.95000076,50.50999832,49.99000168,49.45000076,49.09000015,48.54999924,47.93000031,47.36999893,46.79000092,46.20999908,45.5,44.77999878,44.02000046,43.33000183,42.56000137,41.81999969,40.95000076,40.25,39.70000076,38.81999969,38.02999878,37.20000076,,
Nepal,NPL,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.91799927,80.05000305,80.16300201,80.1969986,80.4280014,80.36699677,80.36599731,80.41999817,80.43599701,80.21900177,80.04399872,79.91699982,79.64700317,79.42500305,79.22899628,79.01000214,78.78500366,78.53399658,78.45800018,78.41100311,78.47499847,78.61199951,78.86499786,79.00499725,79.22499847,79.73400116,79.71199799,79.94200134,80.06400299,72.26599884,74.80899811
Nepal,NPL,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.79000092,74.68000031,74.40000153,73.83000183,73.13999939,72.13999939,70.86000061,69.33000183,67.43000031,66.37000275,65.55999756,65.19999695,64.51999664,63.90000153,63.38000107,62.84999847,62.36000061,61.56999969,61.00999832,60.40000153,59.70999908,58.54999924,57.40000153,56.13000107,55.20999908,54.93000031,53.79000092,52.88999939,52.11000061,,
Nepal,NPL,Multidimensional poverty intensity (average share of deprivations experienced by the poor),SI.POV.MDIM.IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,,,44.2,,,,,42.5,,
Nepal,NPL,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,19.2,,,,,,,21.8,,,,,,,,,,,
Nepal,NPL,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5200367,26.80519485,21.63855553,22.67846107,25.4759407,23.7328186,26.37246895,14.27212811,14.82346916,15.75572968,13.85463905,10.72894096,13.46671581,11.90593529,13.72176838,14.37321758,11.70784855,15.41711521,13.5379734,11.90940571,,
Nepal,NPL,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2,65.7,,61.1,,,56.1,,,,,49.1,,,,,40.1,,,37.1,,36.1,,,31.5,,
Nepal,NPL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2039243,65.9577588,62.87297807,59.80040348,56.74039699,53.69334262,50.65961634,47.63919675,44.6329031,41.64111273,38.66420083,35.70224986,32.75462504,29.82281853,26.90669333,24.00739,21.12517222,18.26093453,15.41523327,12.58891601,9.782587852,
Nepal,NPL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.96430392,16.51268824,19.07652325,21.70987586,24.41227303,27.18323551,30.02227101,32.92902629,35.90281152,38.94309721,42.04934033,45.22110218,48.45818165,51.75956388,55.12481064,58.55299193,62.04347513,65.59537501,69.2078923,72.88013018,76.61121355,
Nepal,NPL,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,46,48,55,60,68,76,84,92,100,110,120,140,150,170,170,210,230,,,,
Nepal,NPL,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,200,500,500,1000,1000,1000,1000,1000,1000,1000,500,500,500,500,500,500,500,500,500,500,200,200,200,200,200,
Nepal,NPL,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,97.2,96.6,95.9,95.1,94.2,93.1,92.1,91,89.9,88.8,87.7,86.7,85.6,84.6,83.5,82.4,81.3,80.1,78.8,77.3,75.8,74.2,72.6,70.9,69.2,67.5,65.8,64,62.1,60,57.9,55.8,53.8,51.7,49.8,47.8,46,44.2,42.5,40.8,39.3,37.8,36.3,34.9,33.5,32.2,31,29.8,28.7,27.6,26.5,25.4,24.3,23.3,22.4,21.3,20.2,19.2,18.3,17.5,16.9,
Nepal,NPL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.120053388,,,,,,,,,,8.965504757,,,,,12.62409836,,,,8.721845396,,
Nepal,NPL,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,,,,,23.2,,,,,0.8,,,,,28.5,,,,,
Nepal,NPL,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.79511,24.64161,21.9576,22.82665,23.07671,22.06686,,,,,24.16327,23.50926,30.50377,31.80731,32.1708,32.12449,33.05305,33.31876,,,,,,
Nepal,NPL,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.393159986,,,,,,,,,,
Nepal,NPL,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.87042999,,72.3033905,74.26403046,,80.09282684,80.45372772,83.03044891,91.64170074,88.00994873,,81.30516815,81.08960724,
Nepal,NPL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,7.476409912,9.017370224,10.54528999,11.79864979,12.43241978,13.97476959,15.21490002,16.60527992,18.09383965,19.53613091,21.48825073,24.43561935,26.22566032,27.61875916,30.17207909,33.74509048,,,27.39554977,28.82011032,31.50633049,35.5739212,37.43235016,,43.14844131,41.41949081,41.92089844,48.3735199,48.78900146,56.92805099,60.12377167,64.53488159,66.35169983,68.10591125,69.43692017,72.78964996,76.77661896,,83.02429962,86.90078735,
Nepal,NPL,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,,,,,,,,,,,,0.507080019,,,,,,,,,,1.879050016,,,,,,,,,,,,,,,,,,,,10.75506973,,,,,,,,,,14.04990959,,,,,,,,,,
Nepal,NPL,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,,,,,,,,,,,,,,,,,,,,,,,,34.35866,36.41195,,,,43.01383,,,,,,,,,,,57.01923,64.11549,,,73.99543,74.78198,,,,,,,,,,,,,,,,,
Nepal,NPL,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,,,,,,,,,,,,,,,,,,,,,,,,1.235769987,1.155359983,,,,4.222380161,,,4.702710152,5.941820145,,,,,,,,,6.572209835,,14.72472954,,15.22105026,,,10.24610996,,13.15439987,11.88446045,14.03349972,15.10356998,15.39688015,15.44731998,15.32297993,16.57044983,,16.57308006,25.38114929,
Nepal,NPL,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,,,,,,,,,,,21.67139,,19.21478,20.8203,26.83813,28.74452,30.99085,32.87237,35.51412,38.37667,38.40719,47.64196,45.71431,42.65393,37.60126,35.34697,34.78435,35.36696,36.86349,39.505,39.1592,38.7177,38.93249,38.84513,39.13978,39.48273,38.57333,37.83736,,39.04814,38.03822,37.01662,39.86818,35.65923,35.82852,39.71153,,40.01754,37.81655,33.30905,31.91867,29.61413,27.5331,25.63485,23.93286,23.09923,22.42122,20.90655,,19.74396,,
Nepal,NPL,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,1.038810015,1.13835001,,,,,,,,,,,,,7.654580116,,10.52385998,12.09438038,12.29222012,12.17975998,17.22261047,17.84033966,36.08837128,,40.64561081,62.24113083,68.81537628,75.24659729,82.96985626,87.67584991,89.1158905,90.36234283,89.67999268,87.57539368,88.31593323,,,104.2450638,
Nepal,NPL,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.18494094,,,,,,,,,,,
Nepal,NPL,Coverage of unemployment benefits and ALMP in richest quintile (% of population),per_lm_alllm.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16994308361,15100747604,4375589965,4162456096,-1110072690,-9582463000,-11855098580,-9735926628,-8630946880,-1657605410,0,-8987905755,-16144443789,-16212784462,-5075151934,7507423976,15068646938,16724088454,12741162377,10820917542,8110058387
Nepal,NPL,GNI per capita (constant LCU),NY.GNP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44370.24743,43519.72584,44594.31366,45981.89257,47252.63781,48459.71034,49635.33242,52073.67883,54106.12939,56224.59446,57940.14707,60891.3552,63183.50604,67531.98165,69884.26702,69463.10972,74523.25925,78600.63244,82658.6536,79322.54499,80697.56315
Nepal,NPL,Gross domestic savings (current LCU),NY.GDS.TOTL.CN,,,,,,,,,,,,,,,,1661999900,2040000200,2332000000,2640000100,2584999800,2591000100,2973999900,3078000100,2885999600,3885999900,6561999600,6477200000,7724630000,8734560000,9186840000,7230522000,10597265000,16689700000,21516200000,19846200000,34312498700,35799835700,39162000000,41438000000,46563000000,57577000000,51501492700,43599607300,42140781000,63063943200,68110445300,58756878000,71452294100,80188121600,93230276400,1.37E+11,1.11E+11,1.60E+11,1.59E+11,2.09E+11,1.85E+11,95012479524,4.00E+11,5.11E+11,5.91E+11,2.22E+11,3.30E+11
Nepal,NPL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3312006963,3375208865,3439686156,3504872049,3768874732,3723528046,3985688368,3923053375,3949552951,4125838151,4232119417,4181529368,4311901106,4291353333,4563150075,4629611019,4833246135,4979063887,5198428566,5321572986,5198144730,5631772619,5844618406,5670600395,6219578592,6601765803,6903179359,7020230929,7560564675,7887910507,8253518026,8779114468,9139620604,9491482290,10271302732,10627557926,11193824413,11758957236,12113653185,12648177008,13432363981,14077102964,14094015643,14650029882,15336032658,15869600999,16403551941,16963169002,17998709258,18814604917,19720794305,20395606013,21348105727,22100659154,23429236486,24360795411,24466305357,26662713937,28695046274,30605291409,29880062111,31149050463
Nepal,NPL,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003580902,0.003055141,0.002557438,0.002328474,0.004864822,0.004762176,0.007805739,0.006617356,0.012369547,0.006176697,0.007851147,0.007641003,0.00575471,0.004958637,0.004321669,0.003273018,0.003656839,0.004472639,0.004915582,0.002196459,0.001886447,
Nepal,NPL,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1370035,2.9209539,2.7602023,2.6203165,2.3980747,2.3112554,2.1762913,2.0617325,1.9791088,1.8590748,1.7274828,1.6288772,1.597098,1.5219752,1.4421778,1.4085532,1.354782,1.3035206,1.2229989,1.1596352,1.0986769,1.0632049,1.0192546,1.0056987,0.94597614,0.91893685,0.91611034,0.83651855,0.78092075,0.74045866,0.773742,
Nepal,NPL,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,1.186598444,1.986921425,0.644577321,5.071273848,4.734579488,-6.136030952,5.058104669,-17.84179349,6.799325397,0.73347312,6.441913165,4.591947417,6.807690922,1.85382765,1.295091791,3.725510459,2.821473827,-5.178085678,10.79303973,4.030109505,5.139925057,4.271442743,6.697269493,4.06920618,3.500888158,9.536084604,6.572956757,6.497128804,7.310967231,5.106471871,5.569184802,4.933617215,5.820149927,5.271016834,6.20782968,5.716403348,-1.776643171,3.678763988,6.81946908,3.327940236,5.628250641,4.511362796,7.349897197,6.001979743,5.825803629,3.424821412,4.480978267,4.302539137,6.049451315,5.372742921,1.186735552,8.379978462,9.253466767,6.763262775,-4.530687439,4.193597721
Nepal,NPL,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,,,,,,79800498.75,81900511.88,82688016.8,77836511.03,81679012.35,99259259.26,80691358.02,93135802.47,93221909.1,106028917.8,123906437.8,122694766.5,145679992,178773228.7,207416658.3,217333333.3,262333333.3,288567820.8,293501496.9,305433064.9,373927958.8,427586983.1,442449191.3,529403763.3,551872021,556713109.1,644979410.8,659777282.9,714458333.3,829285714.3,936285140.6,971825613.1,1052621427,1023502825,1028933039,1139264514,1000829932,1025431318,1074363584,1211643202,1338816847,1453141181,1638999823,2013541220,1936835396,2272499195,2889488381,3033478313,3058016404,3083443113,3206283757,3103627080,3726495546,4370933208,4447854347,4027861250,4253963806
Nepal,NPL,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.0995687,394.1492321,381.5489498,401.0284997,390.8934308,402.6174134,415.0410905,416.3228222,426.4142559,444.0463451,458.5297644,466.6883147,477.5309602,495.5075225,507.490626,509.0607086,507.4427898,533.1818591,546.7672676,556.756325,584.2847472,620.4495852,633.2878887,666.2591881,674.409739,659.2831576,681.6471868,684.8574424,704.885597,,
Nepal,NPL,Gross capital formation (current LCU),NE.GDI.TOTL.CN,,,,,,361000000,334000000,320000000,408000000,387000000,523000000,693000000,760000000,915000000,1122000000,2401999900,2632000000,2768999900,3607000100,3513999900,4270000100,4808000000,5313999900,6627999700,7351000100,10508000000,11292000000,13532000000,17144000000,19199000000,18745000000,25074000000,31619000000,39653000000,44644000000,55231000000,67717000000,71084000000,74728000000,70061000000,92272000000,98648692700,93019800000,1.05E+11,1.32E+11,1.56E+11,1.76E+11,2.09E+11,2.47E+11,3.13E+11,4.56E+11,4.34E+11,5.03E+11,5.78E+11,6.92E+11,7.58E+11,7.37E+11,1.15E+12,1.37E+12,1.60E+12,1.18E+12,1.53E+12
Nepal,NPL,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128211995,1634706151,1557123846,1748277789,1695227084,1673295577,1657485179,1669535266,1734186974,1553157919,1520319296,1827316786,2063913792,2432029723,2488355029,2057722343,2239939907,2412284143,2546009288,2141648561,1690274330
